SEQN,RIAGENDR,RIDAGEYR,DMDMARTZ,RIDEXPRG,WTINTPRP,WTMECPRP,INDFMPIR
113908,2,24,3,3,14587.01697,0,1.65
113909,2,3,,,9047.508264,9818.799848,0.7
113910,1,38,1,,12564.61714,13325.28037,0.52
113911,2,70,1,,12026.74894,13395.95151,1.75
113912,1,49,2,,13133.78059,14235.51502,5
113913,2,63,1,,7136.327305,7490.536879,1.39
113914,2,18,,,9433.273534,9858.766316,1.79
113915,2,36,2,2,12882.11187,13893.06343,0.99
113916,1,0,,,4154.059506,4573.099076,
113917,1,31,3,,22046.02911,22172.78759,2.65
113918,2,58,1,,10420.82794,0,0.06
113919,2,9,,,3427.741013,3454.947059,0.87
113920,2,1,,,20323.01665,23915.47314,3.37
113921,2,55,1,,9849.371354,10707.02784,2.94
113922,1,58,1,,8484.627375,9212.273923,1.83
113923,1,9,,,2346.700945,2500.427574,1.9
113924,2,41,1,2,13257.71891,13184.02461,0.9
113925,2,19,,,17932.29227,18424.02681,
113926,1,77,1,,7430.220708,8554.760343,0.85
113927,1,16,,,19273.65117,21703.39612,2.67
113928,2,34,1,2,11253.29778,11969.4109,4.66
113929,2,11,,,15186.82779,16210.5726,0.52
113930,2,20,3,2,18189.73222,19818.7402,
113931,2,6,,,10178.26168,11162.56419,1.29
113932,1,3,,,25508.67694,29061.31336,0.41
113933,2,2,,,15203.67416,0,2.72
113934,1,41,1,,10336.74429,11280.45366,2.44
113935,2,61,1,,4092.768584,0,0.83
113936,1,80,2,,7441.018063,9160.913766,4.4
113937,2,0,,,6246.7789,6509.07104,1.64
113938,1,19,,,12235.25822,12637.3943,
113939,1,17,,,66948.46226,71899.47279,3.98
113940,1,3,,,11495.60741,12650.14956,4.47
113941,2,66,1,,15277.61133,15184.37061,1.62
113942,1,6,,,13203.39389,13904.26184,0.85
113943,1,62,1,,38576.35154,43082.51729,5
113944,1,57,3,,48618.31241,52639.65985,0.94
113945,1,55,2,,7606.991646,7622.529048,5
113946,2,22,3,2,22002.73116,22968.05043,2.55
113947,2,31,3,2,5627.409222,5905.968965,1.17
113948,1,16,,,34538.24019,35717.09632,1.97
113949,2,67,2,,9486.675039,10174.51152,0.85
113950,1,15,,,29556.82454,35569.38493,1.94
113951,2,36,3,2,11441.9771,11738.26655,2.2
113952,1,14,,,25383.52275,27926.42151,5
113953,2,45,1,,85890.62242,105497.4507,
113954,2,47,2,,25815.89223,27629.02166,0.01
113955,1,0,,,4247.702462,0,5
113956,2,4,,,15144.52094,17590.76392,4.88
113957,1,51,2,,30430.93316,33471.36579,0.92
113958,1,43,1,,22048.94776,23320.67158,1.14
113959,2,47,2,,4251.408117,0,1.08
113960,1,5,,,8866.463449,9756.951915,
113961,1,16,,,11849.11251,12362.69458,
113962,2,24,1,3,8182.176302,0,
113963,1,7,,,3731.849745,4650.869605,4.08
113964,2,8,,,17855.49234,19207.94446,1.13
113965,2,39,1,2,34051.13302,36043.84774,4.9
113966,1,11,,,13993.48938,14868.63328,2.57
113967,1,36,3,,12615.18047,13907.30004,0.84
113968,2,77,1,,21157.61454,25657.34618,1.81
113969,2,24,3,2,14261.45453,14155.26667,
113970,2,58,2,,55586.65504,0,
113971,1,71,1,,44113.49153,47061.22991,2.71
113972,1,35,1,,39184.43171,42583.51526,2.52
113973,2,62,1,,12714.28583,13614.71902,
113974,2,4,,,15592.09649,17856.55779,4.85
113975,2,9,,,14998.2522,15626.38884,5
113976,1,21,3,,19085.10916,20078.0854,1.63
113977,1,60,1,,52932.69457,56820.56869,5
113978,2,77,2,,28204.47511,37716.58308,0.62
113979,2,27,3,2,9162.389588,9664.378687,1.15
113980,2,43,1,2,13651.08196,13676.35834,1.22
113981,2,67,2,,22065.80552,23998.82397,1.36
113982,1,57,1,,15342.81917,17024.93674,
113983,2,66,1,,115252.1729,122840.318,5
113984,1,44,1,,17589.443,18147.43928,5
113985,2,7,,,11652.81155,12761.29851,
113986,1,66,1,,11576.77796,12256.39639,1.62
113987,1,33,2,,26103.8453,28495.84662,3.84
113988,1,1,,,15879.00898,18935.54968,0
113989,1,6,,,3319.475989,3616.651301,1.15
113990,1,3,,,11294.9311,12704.90141,3.11
113991,2,42,2,2,6020.666008,7097.405461,
113992,1,35,1,,80954.13373,85286.54396,4.14
113993,2,72,1,,7098.365174,7892.791118,1.14
113994,1,43,3,,23737.9779,26858.04716,2.8
113995,1,8,,,6572.992388,6955.036777,0.98
113996,1,16,,,21638.41959,22196.59536,1.96
113997,2,0,,,6194.762124,6587.013944,0.73
113998,2,53,1,,83823.06924,91448.79459,5
113999,1,17,,,8730.449117,9200.708833,1.15
114000,2,14,,,8714.215081,9408.996979,2.81
114001,2,19,,,7335.796869,7392.385102,0.8
114002,1,7,,,2753.670452,2991.261263,1.7
114003,1,3,,,13562.93556,15045.60747,1.5
114004,2,16,,,17182.24189,17772.86551,0.56
114005,1,41,1,,44081.78184,47961.64283,0.82
114006,2,8,,,64359.73408,69889.11152,3.73
114007,1,2,,,2997.277412,3309.172224,3.84
114008,1,66,1,,8409.450353,8621.074895,1.19
114009,1,50,1,,5456.77503,0,2.29
114010,2,5,,,10351.30628,11392.6275,0.65
114011,2,6,,,5282.007657,5719.897036,1.94
114012,1,10,,,2436.743033,2657.274679,0.49
114013,2,3,,,68624.95225,77171.76728,5
114014,2,10,,,5479.230076,5938.794959,1.1
114015,1,62,1,,26375.8351,29868.02888,3.12
114016,1,17,,,16496.93675,17961.86367,1.96
114017,1,61,1,,5740.508099,6415.120281,
114018,1,1,,,13377.91775,13602.7229,5
114019,1,74,2,,8296.380507,8936.110765,1.52
114020,2,17,,,8749.601091,8805.200264,1.44
114021,1,63,2,,16810.30894,19106.75212,1.22
114022,2,14,,,3633.977762,3774.85267,1.18
114023,1,63,1,,45260.20465,47764.58491,1.6
114024,1,10,,,3483.589908,3793.98935,1.74
114025,1,16,,,46991.05229,50389.52616,5
114026,1,10,,,4380.508463,5225.121418,0.66
114027,1,57,2,,12513.75819,14072.77901,1.94
114028,1,75,1,,5083.529493,6057.956106,1.88
114029,1,10,,,4267.928341,4650.013628,0.73
114030,2,28,3,2,7806.205115,8603.989825,2.4
114031,1,80,1,,37326.33482,45464.40253,5
114032,2,65,1,,120131.2327,129553.2711,2.92
114033,2,13,,,15248.66136,16260.25781,4.86
114034,2,45,1,,18877.53558,18828.59975,2.61
114035,1,34,3,,35414.93206,37867.90323,1.78
114036,2,56,1,,8899.590916,9131.304361,2.49
114037,2,76,3,,50337.00786,54758.75008,
114038,2,70,1,,20475.85982,22332.57468,2.04
114039,1,62,1,,8495.930149,8827.734333,1.84
114040,2,59,3,,7580.333659,8040.214832,
114041,1,35,1,,4925.18228,0,3.05
114042,2,52,3,,32078.84561,31174.47503,3.25
114043,2,75,2,,45085.54165,52912.14698,5
114044,1,9,,,19439.36405,21586.41337,1.29
114045,1,70,1,,9326.977452,9802.733081,5
114046,1,40,1,,36419.78193,37512.2094,3.42
114047,2,10,,,6682.993886,7197.424293,0.85
114048,2,30,1,2,63802.30564,66360.54393,2.3
114049,2,66,1,,117826.5396,121297.1586,5
114050,1,3,,,28058.00352,0,3.98
114051,1,8,,,4335.25085,5407.715753,1.88
114052,1,73,2,,25467.44784,29761.58947,5
114053,1,26,3,,20379.51594,23162.69158,5
114054,1,77,1,,6112.484124,6159.116299,3.08
114055,1,6,,,44038.92116,51477.35474,0
114056,1,50,1,,31305.58331,31829.56546,5
114057,2,25,1,2,22209.22485,23473.20912,0.56
114058,1,80,2,,14257.08291,17082.56211,2
114059,2,68,1,,7619.713914,7800.603446,3.34
114060,2,25,1,2,8165.848384,8655.742906,1.02
114061,1,12,,,16636.11684,17402.27311,2.65
114062,2,33,3,2,5663.525852,5943.873387,0.82
114063,1,52,3,,19306.66855,0,
114064,2,0,,,5951.610316,6468.78047,0
114065,2,9,,,11548.29324,11762.72068,3.82
114066,1,68,1,,5383.635257,0,0.39
114067,2,71,1,,7053.083848,8132.030533,
114068,2,32,2,2,30710.45835,31791.1922,1.73
114069,2,27,3,2,13902.75926,14966.16623,3.25
114070,2,35,1,3,29232.02364,31256.24678,1.29
114071,2,63,2,,7166.695467,7552.741284,1.42
114072,1,2,,,1828.133543,2018.367976,0.06
114073,1,9,,,30654.33581,36682.63964,5
114074,1,18,,,60997.48784,63114.54958,4.81
114075,2,24,3,2,12866.07831,13210.25629,2.57
114076,1,1,,,16186.90345,18519.74462,0
114077,1,7,,,2379.671617,2582.675267,0.26
114078,2,32,1,2,14142.23448,15522.94642,3.66
114079,2,3,,,15240.98092,17552.09714,0.36
114080,2,6,,,15638.23435,16190.10718,0.66
114081,1,48,1,,14492.97642,14606.75442,1.49
114082,2,80,2,,7739.62304,8481.646591,1.15
114083,1,76,1,,41363.12507,47207.96273,2.77
114084,2,55,1,,57881.51481,66498.06475,5
114085,2,8,,,11505.20075,12184.16031,2.22
114086,1,8,,,17201.11852,20353.87641,2.77
114087,1,44,1,,38222.06759,37323.68508,
114088,2,8,,,5576.818594,7001.054166,
114089,1,7,,,21470.19016,25561.77928,1.67
114090,2,56,1,,55510.84025,53520.09602,5
114091,2,9,,,10658.5321,11312.19288,2.52
114092,1,39,2,,92661.61128,103125.9079,0.49
114093,2,44,1,2,17694.70061,17778.81989,2.03
114094,1,2,,,6039.431945,6798.294649,2.91
114095,2,42,1,2,22667.91324,23054.3448,0.91
114096,1,78,1,,51896.4943,56361.5802,4.25
114097,2,19,,,31873.90683,0,
114098,2,54,3,,10804.0767,11778.03637,0.88
114099,2,33,2,2,21732.1693,23125.45197,0.6
114100,2,71,1,,52390.96715,0,1.78
114101,1,46,1,,85105.81311,92313.40641,0.1
114102,2,0,,,4635.735453,5198.051636,5
114103,2,74,1,,18694.67622,21601.97856,5
114104,1,80,1,,8562.498659,10079.6406,1.46
114105,2,69,1,,15606.13207,16750.45298,
114106,2,75,2,,17045.97935,18420.75896,2.8
114107,2,0,,,5401.683111,0,5
114108,2,63,1,,131870.2913,137280.5502,2.31
114109,2,6,,,6541.131539,6915.410307,1.97
114110,1,26,1,,29043.02392,31028.24414,2.82
114111,2,19,,,32800.18451,35997.13773,0.82
114112,2,23,1,2,63071.14558,66833.85122,2.65
114113,1,60,1,,6783.161161,7249.443101,
114114,2,49,1,,13226.58136,14155.52481,1.02
114115,2,5,,,11269.58849,13204.91095,1.19
114116,2,18,,,27550.15093,28669.84901,5
114117,2,54,1,,66871.73436,67740.84348,5
114118,1,62,1,,60564.83994,62421.11972,2.3
114119,2,11,,,3906.42076,4126.617364,0.64
114120,1,0,,,7807.255799,8559.730478,0.71
114121,1,0,,,1722.870489,1889.322929,1.06
114122,1,33,3,,10974.51948,12128.45347,5
114123,1,63,1,,6292.263703,6749.924064,3.31
114124,2,36,2,2,52651.9927,51737.43437,5
114125,2,68,1,,40820.83947,52577.51639,2.88
114126,1,9,,,3777.219975,4505.511896,0.6
114127,1,7,,,6114.629375,6985.024439,1.31
114128,1,74,1,,36069.41962,38191.94001,4.26
114129,1,1,,,1871.275021,2065.998729,1.41
114130,2,63,1,,12501.81482,13546.85295,5
114131,1,68,2,,4205.159455,4254.968027,0.77
114132,2,2,,,20126.74666,0,5
114133,1,57,1,,66459.54471,72324.1594,3.43
114134,1,17,,,21775.0152,24738.10451,5
114135,2,21,3,2,10089.09041,10956.22786,
114136,1,30,1,,22542.78598,24246.65315,3.43
114137,1,13,,,6311.40381,6683.545898,1
114138,1,0,,,15254.38012,16376.7444,5
114139,2,5,,,14653.1833,16328.71564,0.78
114140,1,14,,,8654.459711,9057.172697,0.04
114141,1,60,1,,10667.41064,10862.74036,5
114142,1,7,,,20285.88758,21821.42611,0.93
114143,1,43,1,,6318.769708,6553.544829,
114144,2,10,,,11698.6024,13326.02595,4.86
114145,1,54,1,,9985.429166,10514.11327,5
114146,2,3,,,15913.03369,18289.29289,0.23
114147,2,56,1,,39056.19901,39752.08686,5
114148,2,78,2,,25922.72544,28012.09684,2.72
114149,1,49,3,,66476.16256,73528.97941,1.91
114150,2,2,,,24695.81935,28037.48238,3.67
114151,2,10,,,7772.706871,8604.562187,1.03
114152,1,18,,,27051.88855,28305.72228,0.71
114153,1,27,1,,10675.0722,11677.14184,4.22
114154,2,8,,,14324.33948,15925.88629,0.33
114155,1,14,,,42661.92209,46408.64573,5
114156,2,9,,,4184.883387,5112.4319,1.22
114157,2,41,1,2,13083.71532,14478.89485,1.56
114158,1,0,,,7398.981778,7855.821098,
114159,1,73,2,,3689.563713,4060.484539,2.26
114160,1,5,,,2142.563374,0,
114161,1,62,1,,33655.28739,39100.1277,1.56
114162,1,68,1,,4181.399922,4288.039507,0.36
114163,2,64,3,,48269.13059,52187.21511,5
114164,1,12,,,47979.85269,50253.99138,0.33
114165,1,50,1,,86026.62655,96605.43767,
114166,1,4,,,14371.76299,16599.49348,0.45
114167,2,26,1,2,8829.147665,9379.459941,3.29
114168,1,25,3,,27366.12882,30960.35748,1.66
114169,1,71,1,,10264.86504,10398.87809,1.54
114170,1,6,,,5260.640043,0,2.39
114171,2,29,1,2,21388.13893,21228.88725,
114172,1,54,1,,108538.2173,119200.3525,5
114173,1,55,3,,47164.97643,52400.32899,
114174,2,0,,,3282.62902,0,0.84
114175,2,4,,,6263.916413,0,1.02
114176,2,6,,,11530.06814,14080.04081,1.82
114177,2,73,2,,5194.764518,0,
114178,1,51,3,,7586.448235,8359.785744,2
114179,1,69,1,,4786.134623,5014.98187,5
114180,1,10,,,4335.25085,5407.715753,1.88
114181,2,60,2,,14015.66144,14678.96082,1.21
114182,2,67,2,,3802.085046,3928.718145,5
114183,2,36,1,2,215144.0928,231434.2367,5
114184,2,79,1,,46260.33815,49044.82745,2.84
114185,2,72,2,,15577.39562,17179.73915,
114186,1,76,2,,58012.8491,63564.70767,3.04
114187,2,24,1,2,39805.39956,48610.07789,0.87
114188,1,45,1,,11948.68697,13053.11198,1.5
114189,1,73,1,,27383.62532,28989.63664,5
114190,2,1,,,10166.15455,11616.20193,1.87
114191,1,7,,,7932.408947,8368.093498,1.8
114192,2,17,,,13601.12513,14503.424,
114193,1,6,,,3578.58566,3887.351391,0.61
114194,1,42,2,,7214.809002,8099.387227,
114195,2,46,1,,21995.39396,25006.86287,5
114196,1,22,3,,42794.87381,47807.03966,2.54
114197,2,58,2,,21604.14463,23001.4755,
114198,2,2,,,10044.29585,11484.33543,1.66
114199,2,34,2,2,30311.59537,30160.23544,0.83
114200,1,0,,,3384.855442,3709.490398,1.22
114201,2,0,,,8041.613673,8496.490044,2.14
114202,1,1,,,5465.162833,6062.74747,
114203,1,61,3,,10381.26776,10889.99347,1.44
114204,1,56,2,,27584.07752,0,3.54
114205,2,80,2,,13955.30525,0,
114206,2,7,,,2133.643382,2414.086191,0.66
114207,2,5,,,21723.06571,23947.91263,0.81
114208,2,1,,,5182.112971,5750.472366,1.62
114209,1,14,,,2940.340544,0,0.17
114210,1,16,,,65253.80184,73419.17756,3.98
114211,1,30,3,,13468.10784,14283.4685,0.99
114212,2,66,2,,7408.254961,8104.007907,4.78
114213,1,79,1,,40475.2614,44040.53075,2.46
114214,2,6,,,16861.29608,18587.84919,1.42
114215,1,2,,,15893.51019,17443.81712,5
114216,2,11,,,5275.054992,5444.977112,
114217,1,0,,,2714.703562,0,1.56
114218,1,5,,,4940.104747,0,0.7
114219,2,63,2,,13852.44732,14387.12358,2.31
114220,1,22,3,,8821.600917,9327.886351,1.2
114221,2,11,,,7027.776277,8830.482965,5
114222,2,42,1,2,12400.47777,12433.91811,1.5
114223,1,17,,,18491.06144,19024.87905,2.45
114224,2,11,,,16471.78277,0,1.59
114225,2,25,1,3,6606.496926,6814.169796,2.29
114226,1,2,,,6893.033123,7934.14583,1.17
114227,2,28,3,2,10703.42034,11571.00412,0.58
114228,1,22,1,,65931.35772,76350.16841,1.24
114229,2,46,1,,7915.18838,8811.595642,3.88
114230,1,7,,,9009.466563,10482.31525,0.52
114231,2,57,1,,14675.36916,16053.71728,5
114232,2,2,,,8389.581703,9692.479041,3.52
114233,2,14,,,19340.84679,19731.85124,
114234,1,5,,,3196.264749,3545.758216,1.73
114235,2,69,2,,7502.905537,7822.843349,1.57
114236,1,38,1,,12953.78713,13965.64456,1.24
114237,2,52,1,,10446.98278,10295.9538,1.9
114238,1,7,,,28809.40072,35207.20651,3.43
114239,2,20,1,2,14075.89988,15433.05679,0.05
114240,2,76,1,,38593.21498,42894.42441,5
114241,2,0,,,4007.938469,4176.225322,0.25
114242,1,47,1,,11243.42893,0,1.47
114243,2,78,1,,50067.95164,53607.52017,2.43
114244,1,24,1,,38748.1784,41838.20134,1.82
114245,2,0,,,4784.569953,5197.603771,1.1
114246,1,32,3,,25529.28224,27691.14949,1.77
114247,1,75,1,,55067.91631,56460.52512,3.04
114248,1,69,1,,18398.04252,20131.20048,0
114249,1,50,2,,8425.145784,0,2.07
114250,2,7,,,11373.12251,12003.42795,1.82
114251,1,60,1,,11848.13103,12190.98786,5
114252,1,4,,,8277.990849,9421.353393,5
114253,2,3,,,5657.23753,6631.225204,2.33
114254,2,54,1,,11345.13729,11493.32164,3.59
114255,2,16,,,63007.70945,62572.55412,3.4
114256,1,80,1,,2940.837778,2924.880118,1.03
114257,1,41,3,,21260.41073,22349.09353,4.4
114258,2,6,,,7172.991492,7774.618902,
114259,1,34,3,,6552.645063,7114.977073,0.1
114260,1,41,1,,8389.060117,8947.730223,0.72
114261,2,64,2,,13968.13683,15402.53984,1.66
114262,2,13,,,9255.027005,10431.72798,1.99
114263,2,54,1,,35445.45371,0,1.82
114264,1,6,,,5910.024597,0,
114265,2,7,,,14581.48388,16051.38907,3.98
114266,1,8,,,31790.04169,35294.17524,0.78
114267,1,1,,,6679.182937,7893.137897,3.59
114268,2,62,2,,10870.08371,11608.22538,
114269,2,75,1,,15550.84726,16752.00238,3.08
114270,1,15,,,16496.00512,17547.59337,0.51
114271,1,1,,,11027.71464,12819.99309,5
114272,2,27,3,2,11968.49591,13028.65863,0.04
114273,1,52,1,,17412.57693,17783.79018,
114274,2,54,1,,18195.89642,19689.776,3.59
114275,1,1,,,4081.986677,4701.669744,0.62
114276,1,42,1,,88239.36681,99867.78036,5
114277,2,15,,,11184.6356,11672.88846,3.11
114278,1,0,,,4432.349917,4949.849129,5
114279,1,80,1,,13033.2699,15120.593,2.07
114280,1,19,,,17491.66766,18337.17702,
114281,2,1,,,12830.44801,12656.33931,1.82
114282,1,14,,,20460.12066,21782.91399,3.88
114283,2,2,,,6843.533687,0,
114284,2,16,,,5220.380737,6126.257786,
114285,2,80,2,,22316.91808,25903.10328,1.24
114286,1,10,,,2133.753014,2288.184787,
114287,2,49,1,,9042.762039,9937.884886,5
114288,2,11,,,7767.925747,8107.271172,1.15
114289,1,16,,,12235.25822,12637.3943,
114290,2,1,,,4231.942963,4594.712527,3.16
114291,1,42,2,,18481.75336,19241.51717,1.54
114292,2,11,,,10319.17093,12954.53194,5
114293,1,54,1,,7754.315879,8244.193326,1.6
114294,2,28,1,2,78257.31828,82483.87682,1.42
114295,1,13,,,6239.52166,6892.191122,3.59
114296,1,52,1,,103695.7949,0,5
114297,1,80,1,,8445.168616,9103.3626,1.75
114298,2,70,1,,32110.07691,38285.53593,5
114299,2,80,2,,10138.90032,11286.11634,3.34
114300,2,80,2,,7095.449554,7805.036365,
114301,1,20,3,,62586.25479,73571.95183,0.49
114302,1,14,,,13751.11538,14817.59848,2.9
114303,1,42,3,,14346.97007,15301.9582,2.15
114304,1,2,,,3393.59136,3761.285579,0.99
114305,2,64,3,,91629.36742,90961.75756,4.16
114306,1,19,,,20287.69023,22580.06931,5
114307,1,61,3,,6859.77135,7222.812292,0.96
114308,2,7,,,27589.74165,0,
114309,2,4,,,3431.554327,4128.190667,2.39
114310,1,0,,,2467.271066,2678.823065,0.44
114311,1,58,2,,9842.187517,10804.58819,5
114312,2,33,1,2,20916.11829,22684.14827,1.99
114313,2,6,,,16216.39587,17188.8218,1.92
114314,2,21,1,2,40097.94258,44700.52204,1.11
114315,2,80,1,,11634.10154,0,4.73
114316,2,8,,,18659.86103,18992.15993,0.74
114317,1,0,,,10253.50961,11557.22844,5
114318,1,3,,,3814.182291,4132.739713,0.18
114319,2,19,,,10418.36253,10792.15811,3.3
114320,2,55,2,,121785.3501,135529.2445,2.36
114321,1,0,,,7333.815343,7467.708723,0.88
114322,1,24,1,,37512.04416,0,
114323,2,70,2,,41887.54857,48917.60414,2.96
114324,2,70,2,,14695.71987,16466.74392,0.64
114325,2,7,,,6484.747613,7132.702155,4.27
114326,1,1,,,5246.506801,6013.622411,1.32
114327,2,39,1,2,33315.01655,34322.14437,
114328,2,80,2,,24388.6938,28394.0826,5
114329,1,28,3,,23495.80966,26247.65549,3.29
114330,2,30,3,3,9412.494606,0,5
114331,2,63,1,,10779.05894,11606.2049,5
114332,2,80,1,,22027.3898,24464.06168,2.32
114333,2,21,1,2,26540.15535,28489.92501,0.87
114334,2,51,2,,22603.77474,23264.7351,1
114335,1,46,3,,9601.489976,0,1.66
114336,1,43,3,,9260.364285,9508.926419,4
114337,2,62,2,,9553.343789,10056.79661,0.91
114338,2,40,1,2,57038.89017,61661.51364,2.09
114339,1,33,3,,9079.317574,9632.51919,1.18
114340,1,30,1,,45398.54832,49542.58338,3.32
114341,1,1,,,3642.245735,4174.795042,2.42
114342,2,23,1,2,88015.82451,98513.58539,4.97
114343,1,18,,,16403.4211,16327.66663,1.06
114344,1,11,,,5571.685215,0,5
114345,2,37,1,2,27449.26682,30143.76088,4.14
114346,2,74,2,,81507.17861,99060.76103,5
114347,1,65,1,,22824.13132,0,
114348,2,1,,,6035.180254,6665.826594,0.69
114349,2,63,2,,11310.32467,11866.70199,0.9
114350,2,0,,,5286.123083,5642.65681,0.15
114351,2,74,2,,11149.98328,12446.02937,1.18
114352,2,55,1,,12058.29633,12526.50931,3.08
114353,1,59,2,,41808.74056,46734.36123,5
114354,1,37,1,,20119.73668,20864.7566,2.28
114355,2,42,1,2,20136.15875,22023.95731,5
114356,1,23,1,,7368.378687,0,0.96
114357,2,75,2,,9469.213586,10363.37305,4.62
114358,2,5,,,15771.13893,17891.12734,
114359,1,0,,,4983.520082,5393.576545,1.94
114360,2,28,3,2,149514.4653,160049.5451,5
114361,1,21,3,,44742.3163,51415.38878,1.36
114362,2,15,,,6932.674319,7453.790706,1.04
114363,1,80,1,,11815.47323,13688.57837,5
114364,1,71,1,,9064.824053,9945.495099,1.56
114365,2,11,,,2627.210124,3047.470229,2.14
114366,2,79,2,,8080.439946,8926.423181,1.68
114367,2,54,1,,3576.761396,4016.641096,4.66
114368,1,5,,,5350.907175,6245.794638,0.87
114369,2,56,2,,12840.94801,14047.00262,2.11
114370,1,7,,,2223.823378,2369.500598,0.65
114371,1,80,1,,14855.00701,19284.81049,2.37
114372,1,45,1,,20855.27985,21749.5835,0.75
114373,1,17,,,31216.74599,35122.97754,5
114374,1,25,1,,106978.1878,121314.5323,3.31
114375,2,31,3,2,11052.04514,11599.12724,1
114376,1,33,3,,35582.72567,39177.10573,3.84
114377,2,41,1,2,16283.73356,16884.22307,0.96
114378,1,14,,,26087.02583,26677.08861,0.78
114379,1,33,1,,60605.2353,69077.73769,
114380,1,47,3,,15189.3858,15898.11064,1.23
114381,2,4,,,12590.86029,14838.30775,1.29
114382,1,10,,,8039.645072,8212.883125,3.73
114383,1,80,2,,3100.909637,3512.019598,2.1
114384,2,80,2,,11107.86241,12573.76872,2.36
114385,2,23,3,2,14011.44658,14740.20838,
114386,1,80,1,,16892.43817,17706.54222,1.85
114387,2,30,3,2,29721.82116,29081.8198,0.15
114388,2,52,1,,23152.90479,22589.48185,2.04
114389,1,63,1,,88024.72232,91018.05935,4.86
114390,2,62,1,,12197.23214,0,
114391,1,47,1,,17897.63989,17984.89499,2.72
114392,2,50,1,,39889.28624,0,5
114393,1,23,3,,16657.03609,20120.59202,0
114394,1,0,,,4259.335532,4265.301959,
114395,1,4,,,30894.65141,34184.81603,2.59
114396,1,18,,,8146.140397,8274.583062,
114397,2,4,,,8784.379788,9984.296926,0.77
114398,2,10,,,33817.87889,0,3.22
114399,1,10,,,8642.366957,10298.58367,4.97
114400,1,7,,,3294.537613,3669.024202,1.67
114401,1,1,,,7260.950623,8503.160706,0.59
114402,2,0,,,5181.200527,5433.888967,1
114403,2,54,2,,20037.59414,21632.68926,0
114404,1,60,1,,5509.148696,6129.996291,5
114405,2,36,3,2,21657.78365,21893.05212,5
114406,2,60,1,,7623.814354,8080.124065,5
114407,1,66,1,,4127.555441,4450.817829,1.49
114408,2,12,,,14853.41814,15964.21341,2.25
114409,2,50,1,,23937.48222,27540.66491,
114410,1,68,1,,6192.831468,6611.949682,1.8
114411,2,16,,,5326.730445,5434.964986,0.81
114412,2,45,1,,10347.94572,11056.60372,1.24
114413,2,59,3,,26425.06567,29580.12201,0.72
114414,1,72,2,,4645.926227,5357.129416,1.13
114415,1,36,1,,14961.64113,16512.53367,4.4
114416,1,11,,,4633.667582,5337.932379,0.47
114417,1,42,1,,7580.175952,8073.152273,5
114418,2,2,,,4935.320583,5593.195262,1.02
114419,1,47,1,,16909.18273,18763.02936,0.45
114420,2,77,2,,47662.65243,52999.07788,0.62
114421,2,3,,,13823.79501,15805.6972,0.59
114422,2,38,3,2,16199.1317,16360.03822,1.27
114423,2,63,1,,9158.796411,10012.13657,5
114424,1,72,1,,39264.37762,0,5
114425,2,43,1,2,19172.22418,20099.46941,2.3
114426,2,4,,,3932.461008,4323.040259,0.11
114427,2,48,3,,15709.71051,16960.28393,1.17
114428,1,42,1,,25241.16335,0,5
114429,2,69,1,,10968.68668,11668.18321,1.54
114430,2,36,1,2,67167.35477,68848.46941,5
